attribute,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young
5_o_Clock_Shadow,1.0000015497207642,-0.15563726425170898,-0.0616450272500515,0.14796477556228638,-0.011313512921333313,-0.0950174629688263,-0.05668467655777931,0.1391000747680664,0.1091890037059784,-0.13889838755130768,-0.03481142967939377,-0.01122796256095171,0.2260042130947113,-0.0265372171998024,-0.01679522916674614,0.010218712501227856,0.13336314260959625,-0.050945818424224854,-0.2564610242843628,-0.17018942534923553,0.3917548954486847,-0.08490266650915146,0.0918649286031723,-0.006945550441741943,-0.5278133749961853,-0.0860598012804985,-0.04262635111808777,-0.026201197877526283,-0.033653389662504196,-0.0834803655743599,0.24937699735164642,-0.08881624788045883,0.04821353033185005,-0.12575361132621765,-0.15122613310813904,0.03604641929268837,-0.3122180700302124,-0.10656855255365372,0.0634014680981636,0.016443027183413506
Arched_Eyebrows,-0.15563726425170898,0.9999994039535522,0.276599258184433,-0.10469343513250351,-0.07291874289512634,-0.03276093304157257,0.26034602522850037,-0.1040036529302597,-0.003194921649992466,0.16210132837295532,-0.08033282309770584,0.01141666341573,-0.034594301134347916,-0.10358875244855881,-0.0887807235121727,-0.1503693163394928,-0.11559882760047913,-0.1037832647562027,0.4524494409561157,0.17661091685295105,-0.41783761978149414,0.08443502336740494,-0.08994124829769135,0.02565637044608593,0.20119349658489227,-0.01152897160500288,0.040929004549980164,0.16948500275611877,-0.03260613605380058,0.2457524538040161,-0.11141931265592575,0.11988165974617004,-0.05935616046190262,0.2199442833662033,0.310678631067276,-0.10942583531141281,0.4809300899505615,0.22663311660289764,-0.1312030702829361,0.1509428769350052
Attractive,-0.0616450272500515,0.276599258184433,0.9999978542327881,-0.18431518971920013,-0.1457381397485733,0.07417920231819153,0.08413350582122803,-0.2921256422996521,0.013719252310693264,0.18522478640079498,-0.17797289788722992,0.13068078458309174,0.0386502742767334,-0.23243266344070435,-0.20269159972667694,-0.23291634023189545,-0.14630728960037231,-0.20491890609264374,0.4971123933792114,0.18240530788898468,-0.4211750030517578,0.04395461454987526,-0.14001931250095367,-0.05972564220428467,0.1976962387561798,0.20992988348007202,0.0855267122387886,0.2396591305732727,-0.18328039348125458,0.1779174655675888,-0.0975697711110115,0.18553435802459717,0.046180155128240585,0.23041418194770813,0.15193596482276917,-0.15612386167049408,0.5115759968757629,0.0882941260933876,-0.16671445965766907,0.3937791585922241
Bags_Under_Eyes,0.14796477556228638,-0.10469343513250351,-0.18431518971920013,0.9999957084655762,0.12803640961647034,-0.0700572207570076,-0.018972575664520264,0.3813922107219696,-0.003771580522879958,-0.12015362083911896,-0.04490373283624649,-0.043295491486787796,0.10487641394138336,0.17156419157981873,0.20609544217586517,-0.04385489597916603,0.08006756752729416,0.19113114476203918,-0.2855590283870697,0.0652744472026825,0.3011845648288727,0.049638982862234116,0.10299878567457199,0.09967098385095596,-0.12212669849395752,-0.1375427395105362,-0.036601193249225616,-0.12069554626941681,0.1268954575061798,-0.0935584306716919,0.08730527758598328,0.09734989702701569,0.023234954103827477,-0.13483427464962006,-0.10044180601835251,-0.007129407022148371,-0.2790800929069519,-0.05752881243824959,0.1990474909543991,-0.2424120306968689
Bald,-0.011313512921333313,-0.07291874289512634,-0.1457381397485733,0.12803640961647034,1.0000030994415283,-0.06001365929841995,-0.011222541332244873,0.19235514104366302,-0.08110485225915909,-0.06579868495464325,-0.016179636120796204,-0.0716647133231163,-0.028092019259929657,0.24377040565013885,0.23325671255588531,0.10518375039100647,0.11258609592914581,0.17007765173912048,-0.11168114095926285,-0.003056519664824009,0.17045123875141144,-0.003719103056937456,0.06913698464632034,0.014072859659790993,-0.09665844589471817,0.0038017407059669495,-0.019248995929956436,-0.05529790744185448,0.14498034119606018,-0.03506064787507057,0.05156444385647774,0.007315545342862606,-0.07033298164606094,-0.09685486555099487,-0.06213398650288582,-0.029797952622175217,-0.13593144714832306,-0.047510746866464615,0.17654737830162048,-0.20989912748336792
Bangs,-0.0950174629688263,-0.03276093304157257,0.07417920231819153,-0.0700572207570076,-0.06001365929841995,1.0000025033950806,0.028461407870054245,-0.08489754796028137,-0.032804228365421295,0.10370535403490067,-0.008106125518679619,0.07205596566200256,-0.07925889641046524,-0.08551343530416489,-0.0740719810128212,-0.06186170130968094,-0.08444967120885849,-0.0679054781794548,0.12338438630104065,0.05459659546613693,-0.1668226718902588,0.013108203187584877,-0.06715311110019684,0.0009823497384786606,0.13394823670387268,0.010807083919644356,0.04110792279243469,0.01297213975340128,-0.10994555056095123,0.0560794435441494,-0.07351763546466827,0.0571981742978096,0.024693291634321213,0.0651923269033432,0.05989910662174225,-0.08458782732486725,0.17006328701972961,0.10978055745363235,-0.09384521096944809,0.029979711398482323
Big_Lips,-0.05668467655777931,0.26034602522850037,0.08413350582122803,-0.018972575664520264,-0.011222541332244873,0.028461407870054245,1.0000026226043701,0.06198824197053909,0.06640158593654633,0.037045273929834366,-0.04655401036143303,-0.013315616175532341,0.011801904067397118,-0.013984262011945248,-0.027803931385278702,-0.05226045846939087,0.022461049258708954,-0.08717797696590424,0.15514911711215973,0.053773969411849976,-0.1795777976512909,0.056641705334186554,0.02974666841328144,0.11331260949373245,0.029604235664010048,-0.12088369578123093,0.042443111538887024,0.0661461278796196,0.0015541203320026398,0.08297615498304367,-0.045915279537439346,0.020363816991448402,-0.04484676197171211,0.13839921355247498,0.12823201715946198,-0.02440711483359337,0.2134675830602646,0.1581999659538269,-0.07667934149503708,0.11242154240608215
Big_Nose,0.1391000747680664,-0.1040036529302597,-0.2921256422996521,0.3813922107219696,0.19235514104366302,-0.08489754796028137,0.06198824197053909,0.9999961853027344,0.07275013625621796,-0.1743611842393875,-0.049254242330789566,-0.13516567647457123,0.13528575003147125,0.33031126856803894,0.31376534700393677,0.1520421952009201,0.19168205559253693,0.22316119074821472,-0.2820650339126587,0.04265039414167404,0.3840000033378601,0.04529309645295143,0.21026258170604706,0.06175064295530319,-0.2437458634376526,-0.11782423406839371,-0.05524223670363426,-0.16873693466186523,0.2161029577255249,-0.06843774765729904,0.12040077149868011,0.07339400053024292,-0.029849160462617874,-0.15096507966518402,-0.07667193561792374,0.06954676657915115,-0.3139619827270508,-0.05260862410068512,0.21654607355594635,-0.3072640895843506
Black_Hair,0.1091890037059784,-0.003194921649992466,0.013719252310693264,-0.003771580522879958,-0.08110485225915909,-0.032804228365421295,0.06640158593654633,0.07275013625621796,1.0000007152557373,-0.2509573698043823,-0.04240327328443527,-0.2424319088459015,0.27647581696510315,-0.009070578962564468,-0.04354597628116608,-0.021018240600824356,0.054061856120824814,-0.11724413931369781,-0.041591886430978775,0.003808211302384734,0.11349036544561386,-0.033209364861249924,0.05324561521410942,-0.012703734450042248,-0.09732126444578171,0.0360473170876503,-0.03151201829314232,-0.04510924965143204,-0.010113496333360672,-0.04528963938355446,0.04463668540120125,-0.012971431016921997,0.1307375580072403,-0.12119101732969284,0.0021449171472340822,-0.10885264724493027,-0.06326859444379807,-0.047682806849479675,0.019084986299276352,0.13311922550201416
Blond_Hair,-0.13889838755130768,0.16210132837295532,0.18522478640079498,-0.12015362083911896,-0.06579868495464325,0.10370535403490067,0.037045273929834366,-0.1743611842393875,-0.2509573698043823,1.0000009536743164,-0.0187417920678854,-0.17087504267692566,-0.15062551200389862,-0.09512584656476974,-0.08197508007287979,-0.09660795331001282,-0.10693182051181793,-0.06771311163902283,0.2951558530330658,0.12906448543071747,-0.3383632004261017,0.07532213628292084,-0.08995763957500458,0.005146365612745285,0.1792784035205841,0.06411200761795044,0.06437447667121887,0.14321941137313843,-0.0757531151175499,0.16080433130264282,-0.09999530762434006,0.08890232443809509,-0.00022032350534573197,0.1647738665342331,0.11362381279468536,-0.09262856841087341,0.32497209310531616,0.16696415841579437,-0.11181839555501938,0.07697827368974686
